Населено място,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена на дребно,Цена в промоция
65677,"гр. Свиленград, ул. Гео Милев № 2",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
58356,"гр. Приморско, ул. Перун 3-5",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
7598,"гр. Бяла, ул. Брегова 29",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
65766,"гр. Свищов, ул. Люлин №20",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
4501,"гр. Бобов дол, ул. Димитър Благоев №28",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
51980,"гр. Стамболийски, ул.Търговски №50",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
58503,"гр. Провадия, Северна промишлена зона",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
20465,"гр. Девин, ул. Освобождение №1",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
7079,"гр. Бургас, ул. Константин Величков №34 /на ъгъла с ул. Странджа №2/",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
40422,"гр. Кубрат, ул. Княз Борис I №2",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
57491,"гр. Поморие, ул. Професор Стоянов №23",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
77195,"гр. Хасково, м. Увата №214.4",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
51500,"гр. Несебър, кв. „Пясъците“ № 15",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
10135,"гр. Варна, Бизнес парк, сграда Б, ул. Ян Палах №10",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
7079,"гр. Бургас, кв. Славейков",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
21912,"гр. Долни чифлик, ул. Тича №25",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
878,"гр. Ахтопол, общ. Царево, обл. Бургас, ул. Тракия №35",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
17974,"гр. Средец, ул. Никола Попов 2А",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
7079,"гр. Бургас, Идеален център, ул. Марагидик 17",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
65334,"гр.Сандански на ул. ""Македония"" № 30, ет. -1",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
5027,"гр. Божурище, бул. Европа 22",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
81414,"гр. Чирпан, ул. Неделчо Николов №5",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
32874,"гр. Исперих, ул. Христо Смирненски 61А",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
24030,"гр. Дулово, ул. Байкал 2А",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
48619,"гр. Царево, ул. д-р Даниела Йорданова 1",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
68789,"гр. Дупница, ул. Иван Вазов № 26",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
56784,"гр. Пловдив, ул. Шипка №6",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
68134,"гр. София, ж.к. Люлин 3, бул. Панчо Владигеров 44",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
72165,"гр. Твърдица, ул. Възраждане 2",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
72165,"гр. Твърдица, ул. Княз Борис I 54",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
72624,"гр. Добрич, ул. Капитан Д. Списаревски №30",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
68134,"гр. София, бул. България, пл. Ручей",Прясно мляко ВЕРЕЯ 3% 1л,395003,6,1.56,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, ж.к. Дианабад, ул. Васил Калчев 10","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, ул. Костенски водопад 102","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, ж.к. Овча купел-2, до бл. 18","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, кв. Редута ул. Атанас Узунов 14","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
27303,"гр. Елин Пелин, ул. Стоян Михайловски 5","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
56407,"гр. Пирдоп, ул. Васил Левски 8  ","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
3928,"гр. Берковица, ул. Александровскa 65б","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, Възкресение, бул. Възкресение 85","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
36525,"гр. Карнобат, ул. Промишлена зона 29","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
56784,"гр. Пловдив, кв. Христо Смирненски, ул. Равнища 4","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, бул. Ген. Столетов №70","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
7598,"гр. Бяла, ул. Брегова 29","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
65766,"гр. Свищов, ул. Люлин №20","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
20465,"гр. Девин, ул. Освобождение №1","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
878,"гр. Ахтопол, общ. Царево, обл. Бургас, ул. Тракия №35","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
5027,"гр. Божурище, бул. Европа 22","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
56784,"гр. Пловдив, ул. Шипка №6","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, ж.к. Люлин 3, бул. Панчо Владигеров 44","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38","Прясно мляко MY DAY 3,5% 1л",492363,6,1.76, 1.52 
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Люлин 10, ул. Гоце Делчев (УПИ 8, кв.32)","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Овча купел-2, до бл. 18","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Иван Вазов, ул.  Стефан Малинов 2","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Стрелбище, ул. Червена роза 50","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, кв. Слатина, ул. Камчия 1 /срещу бл.19/","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
72343,"гр. Тетевен, Площад Сава Младенов 1","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
39921,"гр. Кричим, пл. Демокрация №8","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Дружба, до бл.86","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Мусагеница, ул. Боян Дановски 11","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
14711,"гр. Генерал Тошево, ул. Иван Вазов 24","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Разсадника, бл. 129-130, вх. Г, ет. Партер","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
3928,"гр. Берковица, ул. Александровскa 65б","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
53535,"гр. Омуртаг, ул. Цар Освободител 33","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
57652,"гр. Попово, ул. „Панайот Хитов” 9","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, Възкресение, бул. Възкресение 85","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
20482,"гр. Девня, бул. Съединение №111","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
61710,"гр. Разград, ж.к. Орел, ул. Юмрукчал 15","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
44327,"гр. Луковит, ул. Момчилец 1","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
357,гр. Нови Искър ул.Искърско дефиле 116,"Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
10971,"гр. Видин, ул. Железничарска №19","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
151,гр. Айтос ул.Хаджи Димиър 27,"Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
56784,"гр. Пловдив, район Централен, ул. Капитан Райчо 32, бл.16, ет.1","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
65677,"гр. Свиленград, ул. Гео Милев № 2","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
65766,"гр. Свищов, ул. Люлин №20","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
4501,"гр. Бобов дол, ул. Димитър Благоев №28","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
57491,"гр. Поморие, ул. Професор Стоянов №23","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
77195,"гр. Хасково, м. Увата №214.4","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
7079,"гр. Бургас, кв. Славейков","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
35167,"гр. Казанлък, ул. Бачо Киро №4","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
7079,"гр. Бургас, Идеален център, ул. Марагидик 17","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
65334,"гр.Сандански на ул. ""Македония"" № 30, ет. -1","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, бул. България, пл. Ручей","Кисело мляко МАДЖАРОВ 3.6% ЗНП, 400г",1016710,7,0.92,
68134,"гр. София, ж.к. Младост 1, до бл.72А",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ул. Костенски водопад 102",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Овча купел-2, до бл. 18",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Иван Вазов, ул.  Стефан Малинов 2",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
68134,"гр. София, ж.к. Стрелбище, ул. Червена роза 50",Кисело мляко РАФТИС 2% 400гр,1125659,7,0.55, 0.50 
